ensembl_gene_id	wikigene_description	hgnc_symbol
ENSG00000146216	tau tubulin kinase 1	TTBK1
ENSG00000146221	t-complex-associated-testis-expressed 1	TCTE1
ENSG00000146223	ribosomal protein L7 like 1	RPL7L1
ENSG00000146232	NFKB inhibitor epsilon	NFKBIE
ENSG00000146233	cytochrome P450 family 39 subfamily A member 1	CYP39A1
ENSG00000146242	trophoblast glycoprotein	TPBG
ENSG00000146243	interleukin 1 receptor associated kinase 1 binding protein 1	IRAK1BP1
ENSG00000146247	pleckstrin homology domain interacting protein	PHIP
ENSG00000146250	serine protease 35	PRSS35
ENSG00000146263	MMS22 like, DNA repair protein	MMS22L
ENSG00000146267	failed axon connections homolog, metaxin like GST domain containing	FAXC
ENSG00000146276	gamma-aminobutyric acid type A receptor rho1 subunit	GABRR1
ENSG00000146278	proline rich nuclear receptor coactivator 1	PNRC1
ENSG00000146281	peptidase M20 domain containing 2	PM20D2
ENSG00000146282	arginyl-tRNA synthetase 2, mitochondrial	RARS2
ENSG00000146285	Scm polycomb group protein like 4	SCML4
ENSG00000146350	TBC1 domain family member 32	TBC1D32
ENSG00000146352	clavesin 2	CLVS2
ENSG00000146360	G protein-coupled receptor 6	GPR6
ENSG00000146373	ring finger protein 217	RNF217
ENSG00000146374	R-spondin 3	RSPO3
ENSG00000146376	Rho GTPase activating protein 18	ARHGAP18
ENSG00000146378	trace amine associated receptor 2 (gene/pseudogene)	TAAR2
ENSG00000146383	trace amine associated receptor 6	TAAR6
ENSG00000146385	trace amine associated receptor 8	TAAR8
ENSG00000146386	ABRA C-terminal like	ABRACL
ENSG00000146399	trace amine associated receptor 1	TAAR1
ENSG00000146409	solute carrier family 18 member B1	SLC18B1
ENSG00000146410	mitochondrial fission regulator 2	MTFR2
ENSG00000146411	solute carrier family 2 member 12	SLC2A12
ENSG00000146414	SNF2 histone linker PHD RING helicase	SHPRH
ENSG00000146416	androgen induced 1	AIG1
ENSG00000146425	dynein light chain Tctex-type 1	DYNLT1
ENSG00000146426	T cell lymphoma invasion and metastasis 2	TIAM2
ENSG00000146433	transmembrane protein 181	TMEM181
ENSG00000146453	PARN like, ribonuclease domain containing 1	PNLDC1
ENSG00000146457	WT1 associated protein	WTAP
ENSG00000146463	zinc finger MYM-type containing 4	ZMYM4
ENSG00000146469	vasoactive intestinal peptide	VIP
ENSG00000146476	acidic residue methyltransferase 1	ARMT1
ENSG00000146477	solute carrier family 22 member 3	SLC22A3
ENSG00000146521		LINC01558
ENSG00000146530	von Willebrand factor D and EGF domains	VWDE
ENSG00000146535	G protein subunit alpha 12	GNA12
ENSG00000146540	chromosome 7 open reading frame 50	C7orf50
ENSG00000146555	sidekick cell adhesion molecule 1	SDK1
ENSG00000146556		WASH2P
ENSG00000146574	CCZ1 homolog B, vacuolar protein trafficking and biogenesis associated	CCZ1B
ENSG00000146576	chromosome 7 open reading frame 26	C7orf26
ENSG00000146587	RB associated KRAB zinc finger	RBAK
ENSG00000146592	cAMP responsive element binding protein 5	CREB5
ENSG00000146618	Fer3 like bHLH transcription factor	FERD3L
ENSG00000146648	epidermal growth factor receptor	EGFR
ENSG00000146666		LINC00525
ENSG00000146670	cell division cycle associated 5	CDCA5
ENSG00000146674	insulin like growth factor binding protein 3	IGFBP3
ENSG00000146676	purine rich element binding protein B	PURB
ENSG00000146677		
ENSG00000146678	insulin like growth factor binding protein 1	IGFBP1
ENSG00000146700	scavenger receptor cysteine rich family member with 4 domains	SSC4D
ENSG00000146701	malate dehydrogenase 2	MDH2
ENSG00000146707	POM121 and ZP3 fusion	POMZP3
ENSG00000146722		
ENSG00000146729	nipsnap homolog 2	NIPSNAP2
ENSG00000146731	chaperonin containing TCP1 subunit 6A	CCT6A
ENSG00000146733	phosphoserine phosphatase	PSPH
ENSG00000146755	tripartite motif containing 50	TRIM50
ENSG00000146757	zinc finger protein 92	ZNF92
ENSG00000146776	ataxin 7 like 1	ATXN7L1
ENSG00000146802	transmembrane protein 168	TMEM168
ENSG00000146809	ankyrin repeat and SOCS box containing 15	ASB15
ENSG00000146826	microtubule associated protein 11	MAP11
ENSG00000146828	solute carrier family 12 member 9	SLC12A9
ENSG00000146830	GRB10 interacting GYF protein 1	GIGYF1
ENSG00000146833	tripartite motif containing 4	TRIM4
ENSG00000146834	methylphosphate capping enzyme	MEPCE
ENSG00000146839	zonadhesin (gene/pseudogene)	ZAN
ENSG00000146842	transmembrane protein 209	TMEM209
ENSG00000146856	ATP/GTP binding protein like 3	AGBL3
ENSG00000146857	stimulated by retinoic acid 8	STRA8
ENSG00000146858	zinc finger CCCH-type containing, antiviral 1 like	ZC3HAV1L
ENSG00000146859	transmembrane protein 140	TMEM140
ENSG00000146872	tousled like kinase 2	TLK2
ENSG00000146904	EPH receptor A1	EPHA1
ENSG00000146909	nucleolar protein with MIF4G domain 1	NOM1
ENSG00000146910	canopy FGF signaling regulator 1	CNPY1
ENSG00000146918	non-SMC condensin II complex subunit G2	NCAPG2
ENSG00000146926	ankyrin repeat and SOCS box containing 10	ASB10
ENSG00000146938	neuroligin 4 X-linked	NLGN4X
ENSG00000146950	shroom family member 2	SHROOM2
ENSG00000146955	RAB19, member RAS oncogene family	RAB19
ENSG00000146963	LUC7 like 2, pre-mRNA splicing factor	LUC7L2
ENSG00000146966	DENN domain containing 2A	DENND2A
ENSG00000147003	collectrin, amino acid transport regulator	CLTRN
ENSG00000147010	SH3 domain containing kinase binding protein 1	SH3KBP1
ENSG00000147027	transmembrane protein 47	TMEM47
ENSG00000147036	LanC like 3	LANCL3
ENSG00000147041	synaptotagmin like 5	SYTL5
ENSG00000147044	calcium/calmodulin dependent serine protein kinase	CASK
ENSG00000147050	lysine demethylase 6A	KDM6A
ENSG00000147059	spindlin family member 2A	SPIN2A
ENSG00000147065	moesin	MSN
ENSG00000147081	A-kinase anchoring protein 4	AKAP4
ENSG00000147082	cyclin B3	CCNB3
ENSG00000147099	histone deacetylase 8	HDAC8
ENSG00000147100	solute carrier family 16 member 2	SLC16A2
ENSG00000147113	divergent protein kinase domain 2B	DIPK2B
ENSG00000147117	zinc finger protein 157	ZNF157
ENSG00000147118	zinc finger protein 182	ZNF182
ENSG00000147119	carbohydrate sulfotransferase 7	CHST7
ENSG00000147121	KRAB box domain containing 4	KRBOX4
ENSG00000147123	NADH:ubiquinone oxidoreductase subunit B11	NDUFB11
ENSG00000147124	zinc finger protein 41	ZNF41
ENSG00000147127	RAB41, member RAS oncogene family	RAB41
ENSG00000147130	zinc finger MYM-type containing 3	ZMYM3
ENSG00000147133	TATA-box binding protein associated factor 1	TAF1
ENSG00000147138	G protein-coupled receptor 174	GPR174
ENSG00000147140	non-POU domain containing octamer binding	NONO
ENSG00000147144	coiled-coil domain containing 120	CCDC120
ENSG00000147145	lysophosphatidic acid receptor 4	LPAR4
ENSG00000147155	EBP cholestenol delta-isomerase	EBP
ENSG00000147160	acyl-CoA wax alcohol acyltransferase 2	AWAT2
ENSG00000147162	O-linked N-acetylglucosamine (GlcNAc) transferase	OGT
ENSG00000147164	sorting nexin 12	SNX12
ENSG00000147166	integrin subunit beta 1 binding protein 2	ITGB1BP2
ENSG00000147168	interleukin 2 receptor subunit gamma	IL2RG
ENSG00000147174	germ cell nuclear acidic peptidase	GCNA
ENSG00000147180	zinc finger protein 711	ZNF711
ENSG00000147183	CPX chromosome region candidate 1	CPXCR1
ENSG00000147202	diaphanous related formin 2	DIAPH2
ENSG00000147206	nuclear RNA export factor 3	NXF3
ENSG00000147223	ripply transcriptional repressor 1	RIPPLY1
ENSG00000147224	phosphoribosyl pyrophosphate synthetase 1	PRPS1
ENSG00000147231	RPA1 related single stranded DNA binding protein, X-linked	RADX
ENSG00000147234	FERM and PDZ domain containing 3	FRMPD3
ENSG00000147246	5-hydroxytryptamine receptor 2C	HTR2C
ENSG00000147251	dedicator of cytokinesis 11	DOCK11
ENSG00000147255	immunoglobulin superfamily member 1	IGSF1
ENSG00000147256	Rho GTPase activating protein 36	ARHGAP36
ENSG00000147257	glypican 3	GPC3
ENSG00000147262	G protein-coupled receptor 119	GPR119
ENSG00000147274	RNA binding motif protein X-linked	RBMX
ENSG00000147316	microcephalin 1	MCPH1
ENSG00000147324	malignant fibrous histiocytoma amplified sequence 1	MFHAS1
ENSG00000147364	F-box protein 25	FBXO25
ENSG00000147378	fetal and adult testis expressed 1	FATE1
ENSG00000147381	MAGE family member A4	MAGEA4
ENSG00000147383	NAD(P) dependent steroid dehydrogenase-like	NSDHL
ENSG00000147394	zinc finger protein 185 with LIM domain	ZNF185
ENSG00000147400	centrin 2	CETN2
ENSG00000147403	ribosomal protein L10	RPL10
ENSG00000147408	chondroitin sulfate N-acetylgalactosaminyltransferase 1	CSGALNACT1
ENSG00000147416	ATPase H+ transporting V1 subunit B2	ATP6V1B2
ENSG00000147419	coiled-coil domain containing 25	CCDC25
ENSG00000147421	homeobox containing 1	HMBOX1
ENSG00000147432	cholinergic receptor nicotinic beta 3 subunit	CHRNB3
ENSG00000147434	cholinergic receptor nicotinic alpha 6 subunit	CHRNA6
ENSG00000147437	gonadotropin releasing hormone 1	GNRH1
ENSG00000147439	bridging integrator 3	BIN3
ENSG00000147443	docking protein 2	DOK2
ENSG00000147454	solute carrier family 25 member 37	SLC25A37
ENSG00000147457	charged multivesicular body protein 7	CHMP7
ENSG00000147459	dedicator of cytokinesis 5	DOCK5
ENSG00000147465	steroidogenic acute regulatory protein	STAR
ENSG00000147471	pyridoxal phosphate binding protein	PLPBP
ENSG00000147475	ER lipid raft associated 2	ERLIN2
ENSG00000147481	syntrophin gamma 1	SNTG1
ENSG00000147485	peroxidasin like	PXDNL
ENSG00000147488	ST18 C2H2C-type zinc finger transcription factor	ST18
ENSG00000147509	regulator of G protein signaling 20	RGS20
ENSG00000147526	transforming acidic coiled-coil containing protein 1	TACC1
ENSG00000147533	golgin A7	GOLGA7
ENSG00000147535	phospholipid phosphatase 5	PLPP5
ENSG00000147536	GINS complex subunit 4	GINS4
ENSG00000147548	nuclear receptor binding SET domain protein 3	NSD3
ENSG00000147570	DnaJ heat shock protein family (Hsp40) member C5 beta	DNAJC5B
ENSG00000147571	corticotropin releasing hormone	CRH
ENSG00000147573	tripartite motif containing 55	TRIM55
ENSG00000147576	alcohol dehydrogenase iron containing 1	ADHFE1
ENSG00000147586	mitochondrial ribosomal protein S28	MRPS28
ENSG00000147588	peripheral myelin protein 2	PMP2
ENSG00000147592	lactamase beta 2	LACTB2
ENSG00000147596	PR/SET domain 14	PRDM14
ENSG00000147601	telomeric repeat binding factor 1	TERF1
ENSG00000147604	ribosomal protein L7	RPL7
ENSG00000147606	solute carrier family 26 member 7	SLC26A7
ENSG00000147613	protein serine kinase H2	PSKH2
ENSG00000147614	ATPase H+ transporting V0 subunit d2	ATP6V0D2
ENSG00000147642	syntabulin	SYBU
ENSG00000147647	dihydropyrimidinase	DPYS
ENSG00000147649	metadherin	MTDH
ENSG00000147650	LDL receptor related protein 12	LRP12
ENSG00000147654	estrogen receptor binding site associated antigen 9	EBAG9
ENSG00000147655	R-spondin 2	RSPO2
ENSG00000147669	RNA polymerase II subunit K	POLR2K
ENSG00000147676	mal, T cell differentiation protein 2 (gene/pseudogene)	MAL2
ENSG00000147677	eukaryotic translation initiation factor 3 subunit H	EIF3H
ENSG00000147679	UTP23 small subunit processome component	UTP23
ENSG00000147684	NADH:ubiquinone oxidoreductase subunit B9	NDUFB9
ENSG00000147687	TatD DNase domain containing 1	TATDN1
ENSG00000147689	family with sequence similarity 83 member A	FAM83A
ENSG00000147697	gasdermin C	GSDMC
ENSG00000147724	family with sequence similarity 135 member B	FAM135B
ENSG00000147753		TTTY7
ENSG00000147761		TTTY7B
ENSG00000147789	zinc finger protein 7	ZNF7
ENSG00000147799	Rho GTPase activating protein 39	ARHGAP39
ENSG00000147804	solute carrier family 39 member 4	SLC39A4
ENSG00000147813	nicotinate phosphoribosyltransferase	NAPRT
ENSG00000147852	very low density lipoprotein receptor	VLDLR
ENSG00000147853	adenylate kinase 3	AK3
ENSG00000147854	ubiquitin like with PHD and ring finger domains 2	UHRF2
ENSG00000147862	nuclear factor I B	NFIB
ENSG00000147869	cerberus 1, DAN family BMP antagonist	CER1
ENSG00000147872	perilipin 2	PLIN2
ENSG00000147873	interferon alpha 5	IFNA5
ENSG00000147874	HAUS augmin like complex subunit 6	HAUS6
ENSG00000147883	cyclin dependent kinase inhibitor 2B	CDKN2B
ENSG00000147885	interferon alpha 16	IFNA16
ENSG00000147889	cyclin dependent kinase inhibitor 2A	CDKN2A
ENSG00000147894	C9orf72-SMCR8 complex subunit	C9orf72
ENSG00000147896	interferon kappa	IFNK
ENSG00000147905	zinc finger CCHC-type containing 7	ZCCHC7
ENSG00000147912	F-box protein 10	FBXO10
ENSG00000147955	sigma non-opioid intracellular receptor 1	SIGMAR1
ENSG00000147996	COBW domain containing 5	CBWD5
ENSG00000148019	centrosomal protein 78	CEP78
ENSG00000148053	neurotrophic receptor tyrosine kinase 2	NTRK2
ENSG00000148057	IDNK gluconokinase	IDNK
ENSG00000148082	SHC adaptor protein 3	SHC3
ENSG00000148090	AU RNA binding methylglutaconyl-CoA hydratase	AUH
ENSG00000148110	major facilitator superfamily domain containing 14B	MFSD14B
ENSG00000148120	aminopeptidase O (putative)	AOPEP
ENSG00000148123	phospholipid phosphatase related 1	PLPPR1
ENSG00000148136	olfactory receptor family 13 subfamily C member 4	OR13C4
ENSG00000148143	zinc finger protein 462	ZNF462
ENSG00000148153	INTS3 and NABP interacting protein	INIP
ENSG00000148154	UDP-glucose ceramide glucosyltransferase	UGCG
ENSG00000148156	actin like 7B	ACTL7B
ENSG00000148158	sorting nexin family member 30	SNX30
ENSG00000148175	stomatin	STOM
ENSG00000148180	gelsolin	GSN
ENSG00000148187	mitochondrial ribosome recycling factor	MRRF
ENSG00000148200	nuclear receptor subfamily 6 group A member 1	NR6A1
ENSG00000148204	crumbs cell polarity complex component 2	CRB2
ENSG00000148215	olfactory receptor family 5 subfamily C member 1	OR5C1
ENSG00000148218	aminolevulinate dehydratase	ALAD
ENSG00000148219	astrotactin 2	ASTN2
ENSG00000148225	WD repeat domain 31	WDR31
ENSG00000148229	DNA polymerase epsilon 3, accessory subunit	POLE3
ENSG00000148248	surfeit 4	SURF4
ENSG00000148288	globoside alpha-1,3-N-acetylgalactosaminyltransferase 1 (FORS blood group)	GBGT1
ENSG00000148290	SURF1 cytochrome c oxidase assembly factor	SURF1
ENSG00000148291	surfeit 2	SURF2
ENSG00000148296	surfeit 6	SURF6
ENSG00000148297	mediator complex subunit 22	MED22
ENSG00000148300	REX4 homolog, 3'-5' exonuclease	REXO4
ENSG00000148303	ribosomal protein L7a	RPL7A
ENSG00000148308	general transcription factor IIIC subunit 5	GTF3C5
ENSG00000148331	ankyrin repeat and SOCS box containing 6	ASB6
ENSG00000148334	prostaglandin E synthase 2	PTGES2
ENSG00000148335	N-terminal Xaa-Pro-Lys N-methyltransferase 1	NTMT1
ENSG00000148337	CDKN1A interacting zinc finger protein 1	CIZ1
ENSG00000148339	solute carrier family 25 member 25	SLC25A25
ENSG00000148341	SH3 domain containing GRB2 like, endophilin B2	SH3GLB2
ENSG00000148343	mitoguardin 2	MIGA2
ENSG00000148344	prostaglandin E synthase	PTGES
ENSG00000148346	lipocalin 2	LCN2
ENSG00000148356	leucine rich repeat and sterile alpha motif containing 1	LRSAM1
ENSG00000148357	hemicentin 2	HMCN2
ENSG00000148358	G protein-coupled receptor 107	GPR107
ENSG00000148362	PAXX non-homologous end joining factor	PAXX
ENSG00000148377	isopentenyl-diphosphate delta isomerase 2	IDI2
ENSG00000148384	inositol polyphosphate-5-phosphatase E	INPP5E
ENSG00000148386	lipocalin 9	LCN9
ENSG00000148396	SEC16 homolog A, endoplasmic reticulum export factor	SEC16A
ENSG00000148399	diphthamide biosynthesis 7	DPH7
ENSG00000148400	notch receptor 1	NOTCH1
ENSG00000148408	calcium voltage-gated channel subunit alpha1 B	CACNA1B
ENSG00000148411	NACC family member 2	NACC2
ENSG00000148426	proline and serine rich 2	PROSER2
ENSG00000148429	USP6 N-terminal like	USP6NL
ENSG00000148444	COMM domain containing 3	COMMD3
ENSG00000148450	methionine sulfoxide reductase B2	MSRB2
ENSG00000148459	decaprenyl diphosphate synthase subunit 1	PDSS1
ENSG00000148468	family with sequence similarity 171 member A1	FAM171A1
ENSG00000148481	MINDY lysine 48 deubiquitinase 3	MINDY3
ENSG00000148482	solute carrier family 39 member 12	SLC39A12
ENSG00000148483	transmembrane protein 236	TMEM236
ENSG00000148484	Ras suppressor protein 1	RSU1
ENSG00000148488	ST8 alpha-N-acetyl-neuraminide alpha-2,8-sialyltransferase 6	ST8SIA6
ENSG00000148498	par-3 family cell polarity regulator	PARD3
ENSG00000148513	ankyrin repeat domain 30A	ANKRD30A
ENSG00000148516	zinc finger E-box binding homeobox 1	ZEB1
ENSG00000148541	family with sequence similarity 13 member C	FAM13C
ENSG00000148572	nuclear receptor binding factor 2	NRBF2
ENSG00000148584	APOBEC1 complementation factor	A1CF
ENSG00000148600	cadherin related family member 1	CDHR1
ENSG00000148602	leucine rich repeat, Ig-like and transmembrane domains 1	LRIT1
ENSG00000148604	retinal G protein coupled receptor	RGR
ENSG00000148606	RNA polymerase III subunit A	POLR3A
ENSG00000148634	HECT and RLD domain containing E3 ubiquitin protein ligase 4	HERC4
ENSG00000148655	leucine rich melanocyte differentiation associated	LRMDA
ENSG00000148660	calcium/calmodulin dependent protein kinase II gamma	CAMK2G
ENSG00000148671	adipogenesis regulatory factor	ADIRF
ENSG00000148672	glutamate dehydrogenase 1	GLUD1
ENSG00000148677	ankyrin repeat domain 1	ANKRD1
ENSG00000148680	5-hydroxytryptamine receptor 7	HTR7
ENSG00000148688	ribonuclease P/MRP subunit p30	RPP30
ENSG00000148690	FRA10A associated CGG repeat 1	FRA10AC1
ENSG00000148700	adducin 3	ADD3
ENSG00000148702	hyaluronan binding protein 2	HABP2
ENSG00000148704	ventral anterior homeobox 1	VAX1
ENSG00000148719	DnaJ heat shock protein family (Hsp40) member B12	DNAJB12
ENSG00000148730	eukaryotic translation initiation factor 4E binding protein 2	EIF4EBP2
ENSG00000148734	neuropeptide FF receptor 1	NPFFR1
ENSG00000148735	pleckstrin homology domain containing S1	PLEKHS1
ENSG00000148737	transcription factor 7 like 2	TCF7L2
ENSG00000148773	marker of proliferation Ki-67	MKI67
ENSG00000148795	cytochrome P450 family 17 subfamily A member 1	CYP17A1
ENSG00000148798	internexin neuronal intermediate filament protein alpha	INA
ENSG00000148803	fucose mutarotase	FUOM
ENSG00000148814	leucine rich repeat containing 27	LRRC27
ENSG00000148824	mitochondrial ribosome associated GTPase 1	MTG1
ENSG00000148826	NK6 homeobox 2	NKX6-2
ENSG00000148832	polyamine oxidase	PAOX
ENSG00000148834	glutathione S-transferase omega 1	GSTO1
ENSG00000148835	TATA-box binding protein associated factor 5	TAF5
ENSG00000148840	PPARG related coactivator 1	PPRC1
ENSG00000148841	inositol 1,4,5-trisphosphate receptor interacting protein	ITPRIP
ENSG00000148842	cyclin and CBS domain divalent metal cation transport mediator 2	CNNM2
ENSG00000148843	programmed cell death 11	PDCD11
ENSG00000148848	ADAM metallopeptidase domain 12	ADAM12
ENSG00000148908	regulator of G protein signaling 10	RGS10
ENSG00000148925	BTB domain containing 10	BTBD10
ENSG00000148926	adrenomedullin	ADM
ENSG00000148935	growth arrest specific 2	GAS2
ENSG00000148942	solute carrier family 5 member 12	SLC5A12
ENSG00000148943	lin-7 homolog C, crumbs cell polarity complex component	LIN7C
ENSG00000148948	leucine rich repeat containing 4C	LRRC4C
ENSG00000148950	inner mitochondrial membrane peptidase subunit 1	IMMP1L
ENSG00000148965	serum amyloid A4, constitutive	SAA4
ENSG00000148985	post-GPI attachment to proteins 2	PGAP2
